round,client_i,client_j,cosine_similarity
4,4,5,0.09424763151086364
4,4,6,0.09424763151086364
4,5,6,1.0
5,0,1,0.4294061797913723
5,0,2,0.4710040798724135
5,0,3,-0.02224500906243119
5,0,4,0.020448003602001753
5,0,5,1.0
5,0,6,1.0
5,1,2,0.06494766931122926
5,1,3,-0.13173909813657728
5,1,4,0.06737113599842762
5,1,5,0.4294061797913723
5,1,6,0.4294061797913723
5,2,3,0.19302646921820601
5,2,4,0.23666720548447714
5,2,5,0.4710040798724135
5,2,6,0.4710040798724135
5,3,4,0.13903649578899913
5,3,5,-0.02224500906243119
5,3,6,-0.02224500906243119
5,4,5,0.020448003602001753
5,4,6,0.020448003602001753
5,5,6,1.0
6,0,1,0.3558688485434074
6,0,2,0.4391988090739137
6,0,3,-0.07783515580168779
6,0,4,-0.03727004484724316
6,0,5,1.0
6,0,6,1.0
6,1,2,-0.028295941905242736
6,1,3,-0.1762381868995851
6,1,4,0.04061966899888842
6,1,5,0.3558688485434074
6,1,6,0.3558688485434074
6,2,3,0.13892824186686448
6,2,4,0.1655521112519686
6,2,5,0.4391988090739137
6,2,6,0.4391988090739137
6,3,4,0.08961594051474597
6,3,5,-0.07783515580168779
6,3,6,-0.07783515580168779
6,4,5,-0.03727004484724316
6,4,6,-0.03727004484724316
6,5,6,1.0
7,0,1,0.3206703752988118
7,0,2,0.4147760645028058
7,0,3,-0.12696787961855935
7,0,4,-0.12445949761669668
7,0,5,1.0
7,0,6,1.0
7,1,2,-0.08610350304241338
7,1,3,-0.23058873192645452
7,1,4,0.007787520803391184
7,1,5,0.3206703752988118
7,1,6,0.3206703752988118
7,2,3,0.06898360542337034
7,2,4,0.10691314602225138
7,2,5,0.4147760645028058
7,2,6,0.4147760645028058
7,3,4,0.031852460488168734
7,3,5,-0.12696787961855935
7,3,6,-0.12696787961855935
7,4,5,-0.12445949761669668
7,4,6,-0.12445949761669668
7,5,6,1.0
8,0,1,0.26783040938740266
8,0,2,0.37130154785216424
8,0,3,-0.17280433387239885
8,0,4,-0.13594433706821135
8,0,5,0.9999999999999999
8,0,6,0.9999999999999999
8,1,2,-0.15072873165738954
8,1,3,-0.2781117973975513
8,1,4,-0.02701425335486477
8,1,5,0.26783040938740266
8,1,6,0.26783040938740266
8,2,3,0.04683265184019661
8,2,4,0.06699689358807286
8,2,5,0.37130154785216424
8,2,6,0.37130154785216424
8,3,4,0.014002188383732149
8,3,5,-0.17280433387239885
8,3,6,-0.17280433387239885
8,4,5,-0.13594433706821135
8,4,6,-0.13594433706821135
8,5,6,0.9999999999999999
9,0,1,0.26360481788116097
9,0,2,0.2981250710293117
9,0,3,-0.19577900630348527
9,0,4,-0.20088875253558058
9,0,5,1.0
9,0,6,1.0
9,1,2,-0.2090905344628886
9,1,3,-0.2686971753437408
9,1,4,-0.032655050080452094
9,1,5,0.26360481788116097
9,1,6,0.26360481788116097
9,2,3,0.0002449649056400077
9,2,4,0.05486496912831374
9,2,5,0.2981250710293117
9,2,6,0.2981250710293117
9,3,4,-0.01949930735997353
9,3,5,-0.19577900630348527
9,3,6,-0.19577900630348527
9,4,5,-0.20088875253558058
9,4,6,-0.20088875253558058
9,5,6,1.0
10,0,1,0.2465349602957268
10,0,2,0.2631326990636729
10,0,3,-0.2211126854075534
10,0,4,-0.22089504817594746
10,0,5,1.0
10,0,6,1.0
10,1,2,-0.19674958501387857
10,1,3,-0.27568427661883943
10,1,4,-0.0945697924134557
10,1,5,0.2465349602957268
10,1,6,0.2465349602957268
10,2,3,-0.034387566136009934
10,2,4,0.007293467356753208
10,2,5,0.2631326990636729
10,2,6,0.2631326990636729
10,3,4,-0.0383213198621422
10,3,5,-0.2211126854075534
10,3,6,-0.2211126854075534
10,4,5,-0.22089504817594746
10,4,6,-0.22089504817594746
10,5,6,1.0
