path,original_path,status,reason,sha256,rounds,final_accuracy,final_loss
results/archive/legacy/Poisoning_Scale_test/1_poisoning.csv,results/Poisoning_Scale_test/1_poisoning.csv,exclude_from_attack_analysis,Legacy attack-labeled collection; archived attack scripts have shared-memory snapshot bug. Exact per-run source/config unavailable.,8d37d9741ebbd66bfb27120fb3558b0db8aaab72d1e0aa22154e71fcec1d10be,10,0.7609,0.9331359267234802
results/archive/legacy/Poisoning_Scale_test/20_poisoning.csv,results/Poisoning_Scale_test/20_poisoning.csv,exclude_from_attack_analysis,Legacy attack-labeled collection; archived attack scripts have shared-memory snapshot bug. Exact per-run source/config unavailable.,540ef1d5c80034efd11793eba9e69b5d479473d65d3194f4ec69820b6920d8a5,10,0.7615,0.9216827750205994
results/archive/legacy/Poisoning_Scale_test/2_poisoning.csv,results/Poisoning_Scale_test/2_poisoning.csv,exclude_from_attack_analysis,Legacy attack-labeled collection; archived attack scripts have shared-memory snapshot bug. Exact per-run source/config unavailable.,f84a316c4d13a4838c6433268850e19f2161f5da5444073141b0737c6404cc48,10,0.7688,0.9168006777763367
results/archive/legacy/Poisoning_Scale_test/50_poisoning.csv,results/Poisoning_Scale_test/50_poisoning.csv,exclude_from_attack_analysis,Legacy attack-labeled collection; archived attack scripts have shared-memory snapshot bug. Exact per-run source/config unavailable.,1069f70394c322d64fd1f1ffb92fb82182b1890609af6e3764371ec052ebde3f,10,0.75,0.9452682733535767
results/archive/legacy/Poisoning_Scale_test/5_poisoning.csv,results/Poisoning_Scale_test/5_poisoning.csv,exclude_from_attack_analysis,Legacy attack-labeled collection; archived attack scripts have shared-memory snapshot bug. Exact per-run source/config unavailable.,45baf40561dcff677cec388dd6ea3bbbc1f586cfb3a0806bfc7f203b6f09be03,10,0.7661,0.9277159571647644
results/archive/legacy/second-test/light.csv,results/second-test/light.csv,unverified_legacy,Per-run configuration and seeds unavailable; do not pool with new matched repeats.,7e2fd8e592a1e38837dca32691b37cf04937f0472f2e35fd699e782682d3dca2,10,0.7932,0.6486395597457886
results/archive/legacy/second-test/mid.csv,results/second-test/mid.csv,unverified_legacy,Per-run configuration and seeds unavailable; do not pool with new matched repeats.,8f46d0bc66952c1f2ab4825d0a3a8459c7cbf95ac86495b1fe14ce79b6c29f85,10,0.7204,0.764754593372345
results/archive/legacy/second-test/serious.csv,results/second-test/serious.csv,unverified_legacy,Per-run configuration and seeds unavailable; do not pool with new matched repeats.,1a19024d4a6ed6d69b6983413868bd7ed4a4a13914dd359b96c03f46593d1ee3,10,0.7208,0.7622724175453186
results/archive/recovered_index/alpha_poisoning_10.csv,git-index:alpha_poisoning_10.csv,unverified_recovered,"Recovered from pre-cleanup Git index; may duplicate another file, not an independent repeat.",7b91bb8fb6b43fa2db8337193df9e69a63c879a2c9b3377677effef0e1b3b2e9,10,0.9079,0.3264685571193695
results/archive/recovered_index/no_poisoning/alpha_0.01.csv,git-index:no_poisoning/alpha_0.01.csv,unverified_recovered,"Recovered from pre-cleanup Git index; may duplicate another file, not an independent repeat.",36d6ba963ff52f5e3b79f797f17271a6b1b40165aa33e71764eabd947a3dc0e0,10,0.6594,1.0368571281433105
results/archive/recovered_index/no_poisoning/alpha_0.1.csv,git-index:no_poisoning/alpha_0.1.csv,unverified_recovered,"Recovered from pre-cleanup Git index; may duplicate another file, not an independent repeat.",eab4ec8a4d60d6c14979aded251bc71aedc242123c823469b5bb0766b88b20e7,10,0.8722,0.4620403051376343
results/archive/recovered_index/no_poisoning/alpha_1.csv,git-index:no_poisoning/alpha_1.csv,unverified_recovered,"Recovered from pre-cleanup Git index; may duplicate another file, not an independent repeat.",2412160254f391a77d59ef3fe18a87afe188764fc989c20d3efe73f3c41dcf93,10,0.9085,0.3276974558830261
results/archive/recovered_index/no_poisoning/alpha_10.csv,git-index:no_poisoning/alpha_10.csv,unverified_recovered,"Recovered from pre-cleanup Git index; may duplicate another file, not an independent repeat.",a2f0010fc6c1c6c1971a3bffd0c0405cb00793de124fa0241ed465839a6025e8,10,0.9099,0.32561221718788147
results/archive/recovered_index/no_poisoning/alpha_100.csv,git-index:no_poisoning/alpha_100.csv,unverified_recovered,"Recovered from pre-cleanup Git index; may duplicate another file, not an independent repeat.",1fd8b80369e95e132bd99f6794e17fcd0e3e5f7c2e0fb9e00b7ac180f90b0c12,10,0.9099,0.32069554924964905
results/archive/recovered_index/no_poisoning/results.csv,git-index:no_poisoning/results.csv,unverified_recovered,"Recovered from pre-cleanup Git index; may duplicate another file, not an independent repeat.",0dbfce5ea97a01bca11d7047e06dd78f43fbf5ce01e28a5fb7a93ab4cd65fe93,10,0.9076,0.3230064809322357
results/archive/recovered_index/results.csv,git-index:results.csv,unverified_recovered,"Recovered from pre-cleanup Git index; may duplicate another file, not an independent repeat.",771c78212dbd3975e63c2bf067694c24cb7b3aba67b4e78430176ab3c73f2486,10,0.9078,0.3263174295425415
results/archive/recovered_index/results/Dirichlet_Non_IID_poisoning_scale_10/alpha_0.01.csv,git-index:results/Dirichlet_Non_IID_poisoning_scale_10/alpha_0.01.csv,unverified_recovered,"Recovered from pre-cleanup Git index; may duplicate another file, not an independent repeat.",36d6ba963ff52f5e3b79f797f17271a6b1b40165aa33e71764eabd947a3dc0e0,10,0.6594,1.0368571281433105
results/archive/recovered_index/results/Dirichlet_Non_IID_poisoning_scale_10/alpha_0.1.csv,git-index:results/Dirichlet_Non_IID_poisoning_scale_10/alpha_0.1.csv,unverified_recovered,"Recovered from pre-cleanup Git index; may duplicate another file, not an independent repeat.",eab4ec8a4d60d6c14979aded251bc71aedc242123c823469b5bb0766b88b20e7,10,0.8722,0.4620403051376343
results/archive/recovered_index/results/Dirichlet_Non_IID_poisoning_scale_10/alpha_1.csv,git-index:results/Dirichlet_Non_IID_poisoning_scale_10/alpha_1.csv,unverified_recovered,"Recovered from pre-cleanup Git index; may duplicate another file, not an independent repeat.",2412160254f391a77d59ef3fe18a87afe188764fc989c20d3efe73f3c41dcf93,10,0.9085,0.3276974558830261
results/archive/recovered_index/results/Dirichlet_Non_IID_poisoning_scale_10/alpha_10.csv,git-index:results/Dirichlet_Non_IID_poisoning_scale_10/alpha_10.csv,unverified_recovered,"Recovered from pre-cleanup Git index; may duplicate another file, not an independent repeat.",a2f0010fc6c1c6c1971a3bffd0c0405cb00793de124fa0241ed465839a6025e8,10,0.9099,0.32561221718788147
results/archive/recovered_index/results/Dirichlet_Non_IID_poisoning_scale_10/alpha_100.csv,git-index:results/Dirichlet_Non_IID_poisoning_scale_10/alpha_100.csv,unverified_recovered,"Recovered from pre-cleanup Git index; may duplicate another file, not an independent repeat.",1fd8b80369e95e132bd99f6794e17fcd0e3e5f7c2e0fb9e00b7ac180f90b0c12,10,0.9099,0.32069554924964905
results/archive/recovered_index/results/Dirichlet_Non_IID_poisoning_scale_10/baseline_iid.csv,git-index:results/Dirichlet_Non_IID_poisoning_scale_10/baseline_iid.csv,unverified_recovered,"Recovered from pre-cleanup Git index; may duplicate another file, not an independent repeat.",6b1897ae0d40188864f427dc57f9f9ae75e8dd063247ebda1adf0da746cbc5a8,10,0.9087,0.3215179741382599
results/archive/recovered_index/results/Dirichlet_Non_IID_poisoning_scale_10/results.csv,git-index:results/Dirichlet_Non_IID_poisoning_scale_10/results.csv,unverified_recovered,"Recovered from pre-cleanup Git index; may duplicate another file, not an independent repeat.",0dbfce5ea97a01bca11d7047e06dd78f43fbf5ce01e28a5fb7a93ab4cd65fe93,10,0.9076,0.3230064809322357
results/archive/recovered_index/results/Dirichlet_Non_IID_with_Poisoning_Poisoning_scale_100/alpha_poisoning_0.01.csv,git-index:results/Dirichlet_Non_IID_with_Poisoning_Poisoning_scale_100/alpha_poisoning_0.01.csv,unverified_recovered,"Recovered from pre-cleanup Git index; may duplicate another file, not an independent repeat.",bba688315cfd7c2f979fc9f7aac7d5e3900b608666a623ddfb423874f64b5a18,10,0.6447,1.0432963371276855
results/archive/recovered_index/results/Dirichlet_Non_IID_with_Poisoning_Poisoning_scale_100/alpha_poisoning_0.1.csv,git-index:results/Dirichlet_Non_IID_with_Poisoning_Poisoning_scale_100/alpha_poisoning_0.1.csv,unverified_recovered,"Recovered from pre-cleanup Git index; may duplicate another file, not an independent repeat.",510fe6b81698dc406bcf3d12ed1ebb7c108e58bdbc43174d8d6f2c8c6bbc26c2,10,0.8732,0.4594153165817261
results/archive/recovered_index/results/Dirichlet_Non_IID_with_Poisoning_Poisoning_scale_100/alpha_poisoning_1.csv,git-index:results/Dirichlet_Non_IID_with_Poisoning_Poisoning_scale_100/alpha_poisoning_1.csv,unverified_recovered,"Recovered from pre-cleanup Git index; may duplicate another file, not an independent repeat.",f29b3d11b5d262a178f98b8004f323ec1e01a3fb4ee12f153d8320c531ae81fa,10,0.9058,0.3322380483150482
results/archive/recovered_index/results/Dirichlet_Non_IID_with_Poisoning_Poisoning_scale_100/alpha_poisoning_10.csv,git-index:results/Dirichlet_Non_IID_with_Poisoning_Poisoning_scale_100/alpha_poisoning_10.csv,unverified_recovered,"Recovered from pre-cleanup Git index; may duplicate another file, not an independent repeat.",3d94763f483ef69ddf5786c047bcb52615f5a9a7192d4765b56974d94a90141f,10,0.9089,0.32216811180114746
results/archive/recovered_index/results/Dirichlet_Non_IID_with_Poisoning_Poisoning_scale_100/alpha_poisoning_100.csv,git-index:results/Dirichlet_Non_IID_with_Poisoning_Poisoning_scale_100/alpha_poisoning_100.csv,unverified_recovered,"Recovered from pre-cleanup Git index; may duplicate another file, not an independent repeat.",3444db4972e828fca383006ca922dfb46c181ef0adad78eea4cb131d0d7b7957,10,0.9094,0.32227250933647156
results/baselines/initial_alpha_sweep/alpha_0.01.csv,alpha_0.01.csv,preliminary_baseline,"Recent no-attack sweep; inferred from session context, no per-run config or torch seed recorded.",4527abdd8fdd938e5b361a2823894ca710b61560bba826f8e257e12ff8d89e5d,10,0.6581,1.0429716110229492
results/baselines/initial_alpha_sweep/alpha_0.1.csv,alpha_0.1.csv,preliminary_baseline,"Recent no-attack sweep; inferred from session context, no per-run config or torch seed recorded.",9c6db9fa7a10dd0068e7980f05de116dcc3277d965afe3fbdb85601bf831f582,10,0.8727,0.45926401019096375
results/baselines/initial_alpha_sweep/alpha_1.csv,alpha_1.csv,preliminary_baseline,"Recent no-attack sweep; inferred from session context, no per-run config or torch seed recorded.",2f380a1ee2275f7dcb6f332aea324abddd4c0e0128a6a8b8e827d865f6c85f21,10,0.9072,0.32461902499198914
results/baselines/initial_alpha_sweep/alpha_10.csv,alpha_10.csv,preliminary_baseline,"Recent no-attack sweep; inferred from session context, no per-run config or torch seed recorded.",2605151634fefe19ca77a7da8c2c6723f2aec19455a4f552cf1daf0aa36062f4,10,0.9095,0.32107552886009216
results/baselines/initial_alpha_sweep/alpha_100.csv,alpha_100.csv,preliminary_baseline,"Recent no-attack sweep; inferred from session context, no per-run config or torch seed recorded.",adc38528944b9616980cfd130fe37442a9c85eb2214a30f140a445ce92d3d362,10,0.9082,0.32465389370918274
