round,client_i,client_j,cosine_similarity
9,2,5,-0.3246235915470625
9,2,6,-0.31520274679149146
9,3,4,-0.061718420370552196
9,3,5,-0.24068145447172007
9,3,6,-0.24908925437702706
9,4,5,-0.2202573744062765
9,4,6,-0.21603966393044438
9,5,6,0.9958214570376777
10,0,1,-0.4143634822834278
10,0,2,-0.32107378272475035
10,0,3,-0.28245262613784283
10,0,4,-0.2580104947164084
10,0,5,0.9974455784073823
10,0,6,0.996782158481041
10,1,2,0.3140393575704459
10,1,3,0.6995754967757015
10,1,4,0.2214215433895453
10,1,5,-0.40424579382436165
10,1,6,-0.413084808304386
10,2,3,0.23418896612145082
10,2,4,0.10377538091396571
10,2,5,-0.3306640644472269
10,2,6,-0.31515633812691635
10,3,4,-0.08816695456867987
10,3,5,-0.26735334949794043
10,3,6,-0.2777036157839865
10,4,5,-0.26631268073805536
10,4,6,-0.26710332111459745
10,5,6,0.9967183209486095
